iter	Logloss
355	0.3422027693
356	0.3417998644
357	0.3415261281
358	0.3412969072
359	0.3409278539
360	0.3405770723
361	0.3401506037
362	0.3398183071
363	0.3395441453
364	0.3392635047
365	0.3389653977
366	0.3387542139
367	0.3385182782
368	0.3381763931
369	0.3380397049
370	0.3377465229
371	0.3373987539
372	0.3371385147
373	0.3367722623
374	0.3364433171
375	0.3361887809
376	0.3360989551
377	0.3358185285
378	0.3355104194
379	0.3351420824
380	0.3348885349
381	0.3344798144
382	0.3341023581
383	0.3337533647
384	0.3336550927
385	0.3333489951
386	0.333072607
387	0.3328624482
388	0.3324036631
389	0.3320519199
390	0.3317740307
391	0.3316275473
392	0.3314413547
393	0.3313118937
394	0.3309832448
395	0.3307178503
396	0.3304888897
397	0.3301936384
398	0.3298680232
399	0.3294824548
400	0.3292489201
401	0.3289437488
402	0.3287628863
403	0.3284402577
404	0.3282295746
405	0.3279491957
406	0.327568824
407	0.3273622281
408	0.3270000077
409	0.3265810681
410	0.3263354205
411	0.3260766553
412	0.3260304027
413	0.3257827349
414	0.3254872446
415	0.3252549876
416	0.3249396003
417	0.3247269673
418	0.3246374314
419	0.3245565944
420	0.3243171697
421	0.3241239783
422	0.3239262325
423	0.3238286644
424	0.3236282974
425	0.3234060949
426	0.3231768413
427	0.3228986676
428	0.322533183
429	0.3223649353
430	0.3220521416
431	0.3218854821
432	0.3217148083
433	0.321482989
434	0.321372041
435	0.3210803845
436	0.3208358598
437	0.3206977536
438	0.3204527209
439	0.320285241
440	0.3200961834
441	0.3197462392
442	0.3193594302
443	0.3189397334
444	0.318506268
445	0.318145001
446	0.3177750724
447	0.3174991161
448	0.3173075271
449	0.3170292496
450	0.3169017489
451	0.3166480121
452	0.3165811956
453	0.3162749749
454	0.3160750048
455	0.3158662604
456	0.3156253567
457	0.3153161488
458	0.3150063287
459	0.3147719825
460	0.3145501183
461	0.3143492766
462	0.3141598774
463	0.3139367726
464	0.3136483149
465	0.313320963
466	0.3130784797
467	0.3128816971
468	0.312723011
469	0.3124426787
470	0.312422023
471	0.3122064632
472	0.3119840435
473	0.3118849403
474	0.3115827108
475	0.3113341949
476	0.3111071599
477	0.3109000754
478	0.3106547923
479	0.3105304709
480	0.3103616343
481	0.3101816355
482	0.3098498774
483	0.3097792359
484	0.3095524598
485	0.3094275054
486	0.3092410444
487	0.3090035595
488	0.3087327592
489	0.3084855712
490	0.3081571416
491	0.3079806248
492	0.3078294425
493	0.3075701883
494	0.307401379
495	0.307055694
496	0.3067986484
497	0.3066526565
498	0.3063923962
499	0.3060682653
500	0.3057561339
501	0.3054282926
502	0.3051086041
503	0.3050300736
504	0.3048160087
505	0.3046968148
506	0.3043856892
507	0.3041198799
508	0.3039081155
509	0.3037166437
510	0.303541624
511	0.3033340499
512	0.3031028717
513	0.3028820767
514	0.3026516924
515	0.3023942334
516	0.3021899213
517	0.3019255031
518	0.3017771489
519	0.3016820384
520	0.301542898
521	0.3013473256
522	0.3011027338
523	0.3008703664
524	0.3005316734
525	0.3001960599
526	0.2998245603
527	0.2996363541
528	0.2993242977
529	0.2991788634
530	0.2991289635
531	0.2988829358
532	0.2987312684
533	0.2985105445
534	0.2983429261
535	0.2983155118
536	0.2980838785
537	0.2978687199
538	0.2977591155
539	0.2975934089
540	0.2973872943
541	0.2971798012
542	0.2969640401
543	0.2967900742
544	0.2965514462
545	0.2962859185
546	0.2960443151
547	0.2957745103
548	0.2955875505
549	0.2953152214
550	0.294920334
551	0.2946616031
552	0.2945047872
553	0.2942895022
554	0.2940877528
555	0.293857077
556	0.2935240813
557	0.2934437902
558	0.2931722316
559	0.292931622
560	0.2926995263
561	0.292577942
562	0.292278238
563	0.2921531651
564	0.2920200866
565	0.2917895012
566	0.2915878765
567	0.2913431164
568	0.2910909961
569	0.2908925619
570	0.2908129246
571	0.2906276721
572	0.2903875383
573	0.2901446202
574	0.2898995332
575	0.28967983
576	0.2894815754
577	0.2892931086
578	0.2890047222
579	0.2888880389
580	0.2887004503
581	0.2884526356
582	0.288189408
583	0.2878711454
584	0.2876021726
585	0.2873353662
586	0.2871436817
587	0.2869989266
588	0.2867599526
589	0.2865725245
590	0.2863429953
591	0.2862536661
592	0.2861300788
593	0.285876138
594	0.2856951121
595	0.2854595989
596	0.2851377364
597	0.2849756605
598	0.2847886068
599	0.2844949569
600	0.2841940382
601	0.2838115089
602	0.2836294514
603	0.2833983277
604	0.2830599319
605	0.2829319543
606	0.282729765
607	0.2825249472
608	0.2822763423
609	0.2821635523
610	0.2819008337
611	0.2816816852
612	0.2814626686
613	0.2813467283
614	0.2812740039
615	0.2811061644
616	0.2808532569
617	0.2808030558
618	0.280642653
619	0.2803941979
620	0.2803335613
621	0.2801308928
622	0.2799997415
623	0.2797976002
624	0.2796484108
625	0.2794674448
626	0.2791855377
627	0.2789657634
628	0.2787596355
629	0.2785832299
630	0.2783652607
631	0.2782691912
632	0.2780635789
633	0.2779596581
634	0.2777972639
635	0.2776781678
636	0.2775048542
637	0.2773213404
638	0.2770471722
639	0.2767921278
640	0.276559829
641	0.2763775915
642	0.2761169195
643	0.2759743885
644	0.2757029124
645	0.275450411
646	0.2752883459
647	0.2751093366
648	0.2749676155
649	0.2747799298
650	0.2746556917
651	0.2745364669
652	0.2743624345
653	0.2742668406
654	0.274106311
655	0.2739116413
656	0.2737884121
657	0.2736952438
658	0.2735506982
659	0.2733568284
660	0.2731947846
661	0.2730230803
662	0.2728588778
663	0.2727308082
664	0.2725258952
665	0.272350408
666	0.272147257
667	0.2718787529
668	0.2717850838
669	0.2716230476
670	0.271449166
671	0.2712619039
672	0.2710656088
673	0.2708409357
674	0.2706196754
675	0.2703947915
676	0.27019585
677	0.2700511747
678	0.2698219368
679	0.269586732
680	0.2693277997
681	0.2691868176
682	0.2690526757
683	0.2688547399
684	0.2686658966
685	0.2685531159
686	0.2683422746
687	0.2681633301
688	0.2680008796
689	0.2678709166
690	0.2676042821
691	0.2674124928
692	0.2672861343
693	0.2670857944
694	0.2668631208
695	0.2666310887
696	0.2665180054
697	0.2663013206
698	0.2661092923
699	0.2660075851
700	0.2658665984
701	0.2657210247
702	0.2656349718
703	0.2653372761
704	0.265199404
705	0.2650825415
706	0.264701119
707	0.2645202786
708	0.264381338
709	0.2642450208
710	0.2641782363
711	0.2640240361
712	0.2639445032
713	0.2637823897
714	0.2635712581
715	0.2633520012
716	0.2631765138
717	0.2631442119
718	0.262965103
719	0.2628103711
720	0.2625680014
721	0.2623446024
722	0.2622078189
723	0.262117286
724	0.2619744518
725	0.2618418052
726	0.261835269
727	0.2617171557
728	0.261522445
729	0.2612182485
730	0.2611170484
731	0.261092461
732	0.2609436849
733	0.2608336267
734	0.2606798357
735	0.2604516924
736	0.2603115846
737	0.260189127
738	0.2599139846
739	0.2596532708
740	0.2593813964
741	0.2592668317
742	0.2591882707
743	0.2590007449
744	0.2588276206
745	0.258681219
746	0.2585117602
747	0.2583476296
748	0.2581549848
749	0.2580258502
750	0.2579064848
751	0.2577027015
752	0.2575046659
753	0.2573717661
754	0.2571272821
755	0.2568795693
756	0.2567978581
757	0.2567082955
758	0.2566718948
759	0.2564791478
760	0.2563502371
761	0.2562044638
762	0.2559739685
763	0.2557765549
764	0.2555368861
765	0.2553695136
766	0.2552424064
767	0.2551264956
768	0.2548845604
769	0.254731364
770	0.2545272307
771	0.2542487289
772	0.2539906291
773	0.2538905824
774	0.2537619695
775	0.2536396196
776	0.2534282278
777	0.2532047985
778	0.2530311714
779	0.2528471046
780	0.2526880392
781	0.2525091848
782	0.2522811451
783	0.2521981451
784	0.25199739
785	0.2518370045
786	0.2516771826
787	0.251584963
788	0.2514837755
789	0.2513571888
790	0.2510208571
791	0.2508549778
792	0.2507324634
793	0.2505598641
794	0.2504629462
795	0.2502554985
796	0.250162673
797	0.2500215048
798	0.2499322924
799	0.2498490708
800	0.2496539284
801	0.249415711
802	0.2492949323
803	0.2491330269
804	0.2489955243
805	0.2487632282
806	0.2485944912
807	0.2484244182
808	0.2483476262
809	0.2481230453
810	0.2479209393
811	0.2476943652
812	0.247516044
813	0.2473499105
814	0.2471737243
815	0.2470672521
816	0.2469144589
817	0.2467914581
818	0.2465869771
819	0.2463946211
820	0.2462192454
821	0.2460211516
822	0.2458821796
823	0.2457326332
824	0.2455569598
825	0.2453981626
826	0.2451969543
827	0.2450487215
828	0.2449976223
829	0.2448060328
830	0.2445940337
831	0.2444730307
832	0.2442569453
833	0.2440126767
834	0.243891812
835	0.2437377214
836	0.2435602658
837	0.2434372237
838	0.2432807222
839	0.2431422699
840	0.2430872364
841	0.2429599711
842	0.2428402746
843	0.2425833128
844	0.2425803062
845	0.2424564532
846	0.2422115428
847	0.2420978487
848	0.2419574144
849	0.2417203405
850	0.2415548858
851	0.2414663703
852	0.2413210687
853	0.2412142598
854	0.24105027
855	0.2408406656
856	0.2407615228
857	0.2406852101
858	0.2406112989
859	0.2405384102
860	0.2403187212
861	0.2401921944
862	0.2401275505
863	0.2400083179
864	0.2399222295
865	0.2396840633
866	0.2395568949
867	0.2394532487
868	0.2393011416
869	0.2391088706
870	0.2389519499
871	0.2388535594
872	0.2387972537
873	0.2387659536
874	0.2386045314
875	0.238455397
876	0.2383382302
877	0.2382238932
878	0.2381360071
879	0.2379599386
880	0.2377422928
881	0.2375912465
882	0.2374346012
883	0.2373431243
884	0.237206524
885	0.2370411878
886	0.2368514749
887	0.2367554995
888	0.2366483231
889	0.2364067647
890	0.2362320201
891	0.2361104976
892	0.2358985203
893	0.2357726934
894	0.2356453309
895	0.2354457121
896	0.2353087874
897	0.2350439227
898	0.2348788474
899	0.2347318209
900	0.2345314927
901	0.2344082823
902	0.2342268246
903	0.2339926121
904	0.2338531244
905	0.2335642763
906	0.2334330956
907	0.2333546973
908	0.2331725826
909	0.2330804062
910	0.2329032408
911	0.2327962687
912	0.2326819367
913	0.2325437165
914	0.2323772214
915	0.2322531648
916	0.2321916411
917	0.2320315483
918	0.2319016633
919	0.2317473745
920	0.2315966149
921	0.2314497484
922	0.2313565846
923	0.2313133097
924	0.2311806778
925	0.2310170795
926	0.2309170955
927	0.23076561
928	0.2306293257
929	0.2305056506
930	0.2303428619
931	0.230101791
932	0.2300826473
933	0.2298680218
934	0.2296187774
935	0.2294892226
936	0.2292545057
937	0.2291367774
938	0.2290155795
939	0.2288392442
940	0.2287211948
941	0.2286177102
942	0.2284879175
943	0.2283291635
944	0.2282274931
945	0.2281505763
946	0.228146769
947	0.2279471591
948	0.2278292922
949	0.2276709825
950	0.2276362129
951	0.2275579032
952	0.2274576378
953	0.2273361067
954	0.2271993461
955	0.2270669893
956	0.2270054257
957	0.2268913062
958	0.2267770609
959	0.2267236691
960	0.2265686624
961	0.2264004422
962	0.2262318975
963	0.2261298085
964	0.2260562178
965	0.2259128234
966	0.2258352047
967	0.225705299
968	0.225617769
969	0.2254387931
970	0.2253237662
971	0.2252108969
972	0.2250632703
973	0.224967115
974	0.2248566819
975	0.2246157984
976	0.2245668387
977	0.2243329204
978	0.2241997266
979	0.2239029383
980	0.2238702196
981	0.2236467261
982	0.2235308118
983	0.223466253
984	0.223398845
985	0.2233054815
986	0.2231114155
987	0.2228636773
988	0.2227207033
989	0.2225869122
990	0.2224372514
991	0.2222724378
992	0.2221386235
993	0.2219967231
994	0.2218650044
995	0.2217664095
996	0.2216467821
997	0.2215620563
998	0.2214663484
999	0.2213527847
